"DataCatalog_id","Name","Acronym","Description","URL","Type","Language Supported","Periodicity","Economy Coverage","Granularity","List of Countries/Regions/Sub-National Admins","Number of Economies","Data Notes","Topics","Update Frequency","Update Schedule","Last Revision Date","Contact Details","Access Option","Bulk Download","API","Attribution/citation","SourceURL","DetailPageURL","Coverage","APIAccessURL"
"1030.0","IDA Statement Of Credits and Grants - Historical Data","","The International Development Association (IDA) credits are public and publicly guaranteed debt extended by the World Bank Group. IDA provides development credits, grants and guarantees to its recipient member countries to help meet their development needs. Credits from IDA are at concessional rates. Data are in U.S. dollars calculated using historical rates. This dataset contains historical snapshots of the IDA Statement of Credits and Grants including the latest available snapshot. The World Bank complies with all sanctions applicable to World Bank transactions.","http://finances.worldbank.org/d/tdwh-3krx","Time Series","English","Month","IDA","Other","","","","World Bank Group Projects & Finances","Monthly","","41486.0","wbfinances@worldbank.org","Query tool, API, Mobile app, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/tdwh-3krx/rows.csv=CSV","1.0","World Bank Finances, World Bank","http://go.worldbank.org/E9HBDN9D10","http://finances.worldbank.org/d/tdwh-3krx","","http://data.worldbank.org/developers/world-bank-finances"
"1031.0","IDA Statement of Voting Power and Subscriptions and Contributions","","Provides data on Members' Subscriptions and Contributions. Latest information on voting powers is available at http://go.worldbank.org/VKVDQDUC10. Prior to effectiveness, only a portion of the value Instruments of Commitment (IoCs) received as specified in the replenishment resolution is recorded as Subscriptions and Contributions committed. Upon effectiveness, the received is subsequently recorded as subscriptions and contributions committed remainder of the value of IoCs.","http://finances.worldbank.org/d/v84d-dq44","Cross sectional","English","","IDA","National","","","","World Bank Group Projects & Finances","No fixed schedule","","41455.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/v84d-dq44/rows.csv=CSV","1.0","World Bank Finances, World Bank","http://go.worldbank.org/VKVDQDUC10","http://finances.worldbank.org/d/v84d-dq44","","http://data.worldbank.org/developers/world-bank-finances"
"1032.0","World Bank Finances Data Dictionary","","Provides descriptions for the data elements of the World Bank Finances datasets.","http://finances.worldbank.org/d/wc6g-9zmq","","English","","","","","","","World Bank Group Projects & Finances","No fixed schedule","","","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/wc6g-9zmq/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/wc6g-9zmq","","http://data.worldbank.org/developers/world-bank-finances"
"1033.0","IDA Statement Of Income  FY2011","","Provides data from the IDA Statement of Income for the fiscal years ended June 30, 2011, June 30, 2010 and June 30, 2009. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on FY 2010 income statement to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/wphw-pasx","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/wphw-pasx/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/wphw-pasx","","http://data.worldbank.org/developers/world-bank-finances"
"1034.0","IBRD Statement of Cash Flows, FY2010","","Provides data from the IBRD Statement of Cash Flows for the fiscal years ended June 30, 2010, June 30, 2009 and June 30, 2008. Sum of all cash flows represent the net changes in unrestricted cash. The values are expressed in millions of U.S. Dollars.","http://finances.worldbank.org/d/xs8h-cwh5","","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","40359.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/xs8h-cwh5/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/xs8h-cwh5","","http://data.worldbank.org/developers/world-bank-finances"
"1035.0","IBRD Statement Of Loans - Historical Data","","The International Bank for Reconstruction and Development (IBRD) loans are public and publicly guaranteed debt extended by the World Bank Group. IBRD loans are made to, or guaranteed by, countries that are members of IBRD. IBRD may also make loans to IFC. IBRD lends at market rates. Data are in U.S. dollars calculated using historical rates. This dataset contains historical snapshots of the Statement of Loans including the latest available snapshot. The World Bank complies with all sanctions applicable to World Bank transactions.","http://finances.worldbank.org/d/zucq-nrc3","Time Series","English","Month","IBRD","Other","","","","World Bank Group Projects & Finances","Monthly","","41486.0","wbfinances@worldbank.org","Query tool, API, Mobile app, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/zucq-nrc3/rows.csv=CSV","1.0","World Bank Finances, World Bank","http://go.worldbank.org/E9HBDN9D10","http://finances.worldbank.org/d/zucq-nrc3","","http://data.worldbank.org/developers/world-bank-finances"
"1036.0","IBRD Statement Of Cash Flows, FY2011","","Provides data from the IBRD Statement of Cash Flows for the fiscal years ended June 30, 2011, June 30, 2010 and June 30, 2009. Sum of all cash flows represent the net changes in unrestricted cash. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on FY 2010 statement of cash flows to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/zyqx-8e4a","","English","","","","","","","World Bank Group Projects & Finances","","","","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/zyqx-8e4a/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/zyqx-8e4a","","http://data.worldbank.org/developers/world-bank-finances"
"1037.0","IFC Investment By Product - Annual Summary","","IFC continues to develop new financial products that enable companies to manage risk and broaden their access to foreign and domestic capital markets. Our broad suite of investment services can ease poverty and spur long-term growth by promoting sustainable enterprises, encouraging entrepreneurship, and mobilizing resources that wouldn’t otherwise be available. Learn more at http://www1.ifc.org/wps/wcm/connect/CORP_EXT_Content/IFC_External_Corporate_Site/What+We+Do/Investment+Services .","http://finances.worldbank.org/d/4ahj-za8u","Time Series","English","Annual","World","Other","","","","World Bank Group Projects & Finances","Annually","","41090.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/4ahj-za8u/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/4ahj-za8u","","http://data.worldbank.org/developers/world-bank-finances"
"1038.0","IFC Investment By Industry - Annual Summary","","IFC Industries (Sectors) are in charge of processing IFC transactions. They also provide the Regional Departments with the expertise and knowledge needed to process new projects. Learn more at http://www1.ifc.org/wps/wcm/connect/industry_ext_content/ifc_external_corporate_site/industries .      FY10 data has been revised to be consistent with IFC's FY11 re-organizational changes across Industry departments.","http://finances.worldbank.org/d/59dm-bgyg","Time Series","English","Annual","World","Other","","","","World Bank Group Projects & Finances","Annually","","41090.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/59dm-bgyg/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/59dm-bgyg","","http://data.worldbank.org/developers/world-bank-finances"
"1039.0","IFC FY12 Statement Of Cumulative Gross Commitments","","Commitments are composed of funds to be provided by IFC for its own account and funds to be provided by participants through the purchase of an interest in IFC’s investment.","http://finances.worldbank.org/d/8z8j-5kw3","Cross sectional","English","","World","National","","","","World Bank Group Projects & Finances","Annually","","41090.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/8z8j-5kw3/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/8z8j-5kw3","","http://data.worldbank.org/developers/world-bank-finances"
"1040.0","IFC Advisory Services Projects","","Private sector development requires more than just finance. Experience shows the powerful role advisory services can play in unlocking investment and helping businesses expand and create jobs.     To help the private sector in emerging markets, IFC provides advice, problem solving, and training to companies, industries, and governments. Our experience shows that companies need more than financial investment to thrive—they need a regulatory environment that enables entrepreneurship, and advice on business best practices. Our work includes advising national and local governments on how to improve their investment climate and strengthen basic infrastructure. Governments account for around half of our advisory projects. We also help investment clients improve corporate governance and become more sustainable.     We offer advice through nearly 1,100 Advisory Services staff in 85 offices across 73 countries. Funding comes from donor partners, IFC, and client contributions. Learn more at http://www1.ifc.org/wps/wcm/connect/as_ext_content/what+we+do/advisory+services? .","http://finances.worldbank.org/d/b74b-t2z3","Cross sectional","English","","World","Project","","","","World Bank Group Projects & Finances","Daily","","Current","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/b74b-t2z3/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/b74b-t2z3","","http://data.worldbank.org/developers/world-bank-finances"
"1041.0","IFC Investment Services Projects","","IFC continues to develop new financial products that enable companies to manage risk and broaden their access to foreign and domestic capital markets. Our broad suite of investment services can ease poverty and spur long-term growth by promoting sustainable enterprises, encouraging entrepreneurship, and mobilizing resources that wouldn’t otherwise be available.     Learn more about different financial products offered by IFC at IFC Investment Services page:     http://www1.ifc.org/wps/wcm/connect/CORP_EXT_Content/IFC_External_Corporate_Site/What+We+Do/Investment+Services .","http://finances.worldbank.org/d/efin-cagm","","English","","","","","","","World Bank Group Projects & Finances","","","Current","wbfinances@worldbank.org","","Bulk download (CSV)=https://finances.worldbank.org/api/views/efin-cagm/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/efin-cagm","","http://data.worldbank.org/developers/world-bank-finances"
"1042.0","IFC Subscriptions and Voting Power","","Provides data on Members' Subscriptions and Voting Power. Latest information on voting powers is available at http://go.worldbank.org/VKVDQDUC10","http://finances.worldbank.org/d/gsdw-avpz","Cross sectional","English","","World","National","","","","World Bank Group Projects & Finances","No fixed schedule","","41455.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/gsdw-avpz/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/gsdw-avpz","","http://data.worldbank.org/developers/world-bank-finances"
"1043.0","IFC Financial Highlights","","Provides select metrics from IFC annual reports. You can access Annual Reports at http://www1.ifc.org/wps/wcm/connect/CORP_EXT_Content/IFC_External_Corporate_Site/Annual+Report/ .","http://finances.worldbank.org/d/he3k-et8a","Time Series","English","Annual","World","Other","","","","World Bank Group Projects & Finances","Annually","","41090.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/he3k-et8a/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/he3k-et8a","","http://data.worldbank.org/developers/world-bank-finances"
"1044.0","IFC Investment By Region -  Annual Summary","","IFC's Regional Departments are responsible for the overall strategy in their respective regions and client relations.  They also handle IFC's relationships with the relevant member countries' governments and local stakeholders-NGOs, media, and communities. Learn more at http://www1.ifc.org/wps/wcm/connect/region__ext_content/regions/regions/regions+landing+page .","http://finances.worldbank.org/d/wdx8-uxce","Time Series","English","Annual","World","Regional","","","","World Bank Group Projects & Finances","Annually","","41090.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/wdx8-uxce/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/wdx8-uxce","","http://data.worldbank.org/developers/world-bank-finances"
"1045.0","IBRD Statement Of Cash Flows  FY2012","","Provides data from the IBRD Statement of Cash Flows for the fiscal years ended June 30, 2012, June 30, 2011 and June 30, 2010. Sum of all cash flows represent the net changes in unrestricted cash. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on FY 2011 statement of cash flows to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/2pje-aayh","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41090.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/2pje-aayh/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/2pje-aayh","","http://data.worldbank.org/developers/world-bank-finances"
"1046.0","Afghanistan Reconstruction Trust Fund  (ARTF) - Donor Contributions - BETA","","Afghanistan Reconstruction Trust Fund  (ARTF) - Donor Contributions: This data represents Donor contributions (pledges and paid-in amounts) towards the Afghanistan Reconstruction Trust Fund (ARTF).","http://finances.worldbank.org/d/6ajy-n8cq","Transactions","English","Month","South Asia","Regional","Afghanistan","","","World Bank Group Projects & Finances","Monthly","","41384.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/6ajy-n8cq/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/6ajy-n8cq","","http://data.worldbank.org/developers/world-bank-finances"
"1047.0","Afghanistan Reconstruction Trust Fund  (ARTF) - Project Allocations and Disbursements - BETA","","This data represents allocations from the ARTF to specific projects. This dataset is a source for the Monthly Administrator's Report on Financial Status.","http://finances.worldbank.org/d/79y4-tfzf","Transactions","English","Month","South Asia","Project","Afghanistan","","","World Bank Group Projects & Finances","Monthly","","41446.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/79y4-tfzf/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/79y4-tfzf","","http://data.worldbank.org/developers/world-bank-finances"
"1048.0","IBRD Statement Of Cash Flows  FY2013","","Provides data from the IBRD Statement of Cash Flows for the fiscal years ended June 30, 2013, June 30, 2012 and June 30, 2011. Sum of all cash flows represent the net changes in unrestricted cash. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on FY 2012 statement of cash flows to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/bm98-s484","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41455.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/bm98-s484/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/bm98-s484","","http://data.worldbank.org/developers/world-bank-finances"
"1049.0","IBRD Balance Sheet FY2013","","Provides data from the IBRD Balance Sheet for the fiscal years ended June 30, 2013 and June 30, 2012. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on the June 30, 2012 balance sheet to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/cryz-p8hk","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41455.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/cryz-p8hk/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/cryz-p8hk","","http://data.worldbank.org/developers/world-bank-finances"
"1050.0","IBRD Statement Of Income  FY2012","","Provides data from the IBRD Statement of Income for the fiscal years ended June 30, 2012, June 30, 2011 and June 30, 2010. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on FY 2011 income statement to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/cu2s-n87n","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41090.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/cu2s-n87n/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/cu2s-n87n","","http://data.worldbank.org/developers/world-bank-finances"
"1051.0","IDA Balance Sheet  FY2012","","Provides data from the IDA Balance Sheet for the fiscal years ended June 30, 2012 and June 30, 2011. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on the June 30, 2011 balance sheet to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/eju8-ymgp","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41090.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/eju8-ymgp/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/eju8-ymgp","","http://data.worldbank.org/developers/world-bank-finances"
"1052.0","Afghanistan Reconstruction Trust Fund (ARTF) Documents - BETA","","This dataset contains metadata and links for all archive documents on the Afghanistan Reconstruction Trust Fund web site.","http://finances.worldbank.org/d/fyqs-heff","","English","","","Other","Afghanistan","","","World Bank Group Projects & Finances","No fixed schedule","","41407.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/fyqs-heff/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/fyqs-heff","","http://data.worldbank.org/developers/world-bank-finances"
"1053.0","Open Financial Data Demand Nano-Survey Responses","","This dataset contains raw response data to a nano-survey that was conducted in Indonesia and Kenya on the demand for open financial data. You can read more about the project here and participate directly here: (http://bit.ly/OpenDataDemand).","http://finances.worldbank.org/d/g66a-y86t","Survey (Microdata)","English","","","Sub-national","","","","World Bank Group Projects & Finances","No further updates planned","","41451.0","wbfinances@worldbank.org","","Bulk download (CSV)=https://finances.worldbank.org/api/views/g66a-y86t/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/g66a-y86t","","http://data.worldbank.org/developers/world-bank-finances"
"1054.0","IDA Statement Of Cash Flows  FY2011","","Provides data from the IDA Statement of Cash Flows for the fiscal years ended June 30, 2011, June 30, 2010 and June 30, 2009. Sum of all cash flows represent the net changes in unrestricted cash.The values are expressed in millions of U.S. Dollars. Amount in millions of US Dollars, rounded.","http://finances.worldbank.org/d/gt7f-f7vc","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","40724.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/gt7f-f7vc/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/gt7f-f7vc","","http://data.worldbank.org/developers/world-bank-finances"
"1055.0","IDA Statement Of Cash Flows  FY2012","","Provides data from the IDA Statement of Cash Flows for the fiscal years ended June 30, 2012, June 30, 2011 and June 30, 2010. Sum of all cash flows represent the net changes in unrestricted cash.The values are expressed in millions of U.S. Dollars. Amount in millions of US Dollars, rounded.","http://finances.worldbank.org/d/i7ru-ngvc","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41090.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/i7ru-ngvc/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/i7ru-ngvc","","http://data.worldbank.org/developers/world-bank-finances"
"1056.0","IDA Balance Sheet  FY2013","","Provides data from the IDA Balance Sheet for the fiscal years ended June 30, 2013 and June 30, 2012. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on the June 30, 2012 balance sheet to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/r97p-g693","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41455.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/r97p-g693/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/r97p-g693","","http://data.worldbank.org/developers/world-bank-finances"
"1057.0","IDA Statement Of Income  FY2013","","Provides data from the IDA Statement of Income for the fiscal years ended June 30, 2013, June 30, 2012 and June 30, 2011. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on FY 2012 income statement to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/tu2n-fsn2","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41455.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/tu2n-fsn2/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/tu2n-fsn2","","http://data.worldbank.org/developers/world-bank-finances"
"1058.0","IDA Statement Of Income  FY2012","","Provides data from the IDA Statement of Income for the fiscal years ended June 30, 2012, June 30, 2011 and June 30, 2010. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on FY 2011 income statement to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/ufdu-ykrn","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41090.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/ufdu-ykrn/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/ufdu-ykrn","","http://data.worldbank.org/developers/world-bank-finances"
"1059.0","IBRD Balance Sheet FY2012","","Provides data from the IBRD Balance Sheet for the fiscal years ended June 30, 2012 and June 30, 2011. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on the June 30, 2011 balance sheet to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/uni3-qwsg","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41090.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/uni3-qwsg/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/uni3-qwsg","","http://data.worldbank.org/developers/world-bank-finances"
"1060.0","IBRD Statement Of Income  FY2013","","Provides data from the IBRD Statement of Income for the fiscal years ended June 30, 2013, June 30, 2012 and June 30, 2011. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on FY 2012 income statement to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/wjcp-yc3u","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41455.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/wjcp-yc3u/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/wjcp-yc3u","","http://data.worldbank.org/developers/world-bank-finances"
"1061.0","Open Financial Data Demand Survey Responses","","Results of an Open Data Demand survey (http://bit.ly/OpenDataDemand) being conducted by the World Bank Open Finances (https://finances.worldbank.org) and the World Bank Institute's Open Government (www.open-contracting.org ) teams to better understand the demand for open data with a focus on financial information. Specifically, the research project seeks to understand the gap between supply and demand of information and to discover open data use cases with implications for an international development context. The results of the survey will continue to be shared in open format and also be used to design an offline open data feedback pilot.","http://finances.worldbank.org/d/y8jf-q7n2","Survey (Microdata)","English","","","Other","","","","World Bank Group Projects & Finances","No fixed schedule","","41408.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/y8jf-q7n2/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/y8jf-q7n2","","http://data.worldbank.org/developers/world-bank-finances"
"1062.0","IDA Statement Of Cash Flows  FY2013","","Provides data from the IDA Statement of Cash Flows for the fiscal years ended June 30, 2013, June 30, 2012 and June 30, 2011. Sum of all cash flows represent the net changes in unrestricted cash.The values are expressed in millions of U.S. Dollars. Amount in millions of US Dollars, rounded.","http://finances.worldbank.org/d/yvac-3k56","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","41455.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/yvac-3k56/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/yvac-3k56","","http://data.worldbank.org/developers/world-bank-finances"
